48.669422,6.155112,9.138,Amphi Nord
48.668837,6.154990,111.130,Amphi Sud
48.668922,6.155363,151.105,Salle E1.22
48.669400,6.155340,32.131,Salle N0.3
48.669439,6.155265,97.145,Bureau 2.6
48.669419,6.155269,120.99,Bureau 2.7
48.669394,6.155287,200.124,Bureau 2.8
48.669350,6.155310,53.105,Bureau 2.9
